# The following table is formatted as tab separated values. 																							
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LQ108_RS01200	gene-LQ108_RS01200	TRANSCRIPT_gene-LQ108_RS01200	protein_coding	0	0	0	74	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	54
LQ108_RS01205	gene-LQ108_RS01205	TRANSCRIPT_gene-LQ108_RS01205	protein_coding	0	13	2	70	0	0	0	0	21	0	0	2	0	0	0	0	0	0	13	49
LQ108_RS01225	gene-LQ108_RS01225	TRANSCRIPT_gene-LQ108_RS01225	protein_coding	0	6	1	89	0	0	0	0	53	0	0	1	0	0	0	0	0	0	6	36
LQ108_RS01240	gene-LQ108_RS01240	TRANSCRIPT_gene-LQ108_RS01240	protein_coding	0	1	1	74	0	0	0	0	45	0	0	1	0	0	0	0	0	0	1	29
LQ108_RS01260	gene-LQ108_RS01260	TRANSCRIPT_gene-LQ108_RS01260	protein_coding	0	3	0	64	0	0	0	0	24	0	0	0	0	0	0	0	0	0	3	40
LQ108_RS01270	gene-LQ108_RS01270	TRANSCRIPT_gene-LQ108_RS01270	protein_coding	0	1	0	55	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	32
LQ108_RS01285	gene-LQ108_RS01285	rna-LQ108_RS01285	rRNA	0	0	0	52	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	26
LQ108_RS01290	gene-LQ108_RS01290	rna-LQ108_RS01290	rRNA	0	0	0	80	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	25
LQ108_RS01330	gene-LQ108_RS01330	TRANSCRIPT_gene-LQ108_RS01330	protein_coding	0	15	0	103	0	0	0	0	35	0	0	0	0	0	0	0	0	0	15	68
LQ108_RS01335	gene-LQ108_RS01335	TRANSCRIPT_gene-LQ108_RS01335	protein_coding	0	0	0	99	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	59
LQ108_RS01340	gene-LQ108_RS01340	TRANSCRIPT_gene-LQ108_RS01340	protein_coding	0	0	0	98	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	54
LQ108_RS01370	gene-LQ108_RS01370	TRANSCRIPT_gene-LQ108_RS01370	protein_coding	0	4	2	71	0	0	0	0	36	0	0	2	0	0	0	0	0	0	4	35
LQ108_RS01375	gene-LQ108_RS01375	TRANSCRIPT_gene-LQ108_RS01375	protein_coding	0	5	1	70	0	0	0	0	40	0	0	1	0	0	0	0	0	0	5	30
LQ108_RS01380	gene-LQ108_RS01380	TRANSCRIPT_gene-LQ108_RS01380	protein_coding	0	16	0	72	0	0	0	0	40	0	0	0	0	0	0	0	0	0	16	32
LQ108_RS01385	gene-LQ108_RS01385	TRANSCRIPT_gene-LQ108_RS01385	protein_coding	0	1	0	82	0	0	0	0	37	0	0	0	0	0	0	0	0	0	1	45
LQ108_RS01395	gene-LQ108_RS01395	TRANSCRIPT_gene-LQ108_RS01395	protein_coding	0	15	3	78	0	0	0	0	44	0	0	3	0	0	0	0	0	0	15	34
LQ108_RS01400	gene-LQ108_RS01400	TRANSCRIPT_gene-LQ108_RS01400	protein_coding	0	3	3	82	0	0	0	0	42	0	0	3	0	0	0	0	0	0	3	40
LQ108_RS01405	gene-LQ108_RS01405	TRANSCRIPT_gene-LQ108_RS01405	protein_coding	0	5	2	77	0	0	0	0	36	0	0	2	0	0	0	0	0	0	5	41
LQ108_RS01410	gene-LQ108_RS01410	TRANSCRIPT_gene-LQ108_RS01410	protein_coding	0	5	5	66	0	0	0	0	29	0	0	5	0	0	0	0	0	0	5	37
LQ108_RS01435	gene-LQ108_RS01435	TRANSCRIPT_gene-LQ108_RS01435	protein_coding	0	9	6	75	0	2	0	0	46	0	0	6	0	0	0	0	0	0	9	29
LQ108_RS01460	gene-LQ108_RS01460	TRANSCRIPT_gene-LQ108_RS01460	protein_coding	0	0	0	80	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	45
LQ108_RS01475	gene-LQ108_RS01475	TRANSCRIPT_gene-LQ108_RS01475	protein_coding	0	0	0	75	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	38
LQ108_RS01485	gene-LQ108_RS01485	TRANSCRIPT_gene-LQ108_RS01485	protein_coding	0	3	1	70	0	0	0	0	40	0	0	1	0	0	0	0	0	0	3	30
LQ108_RS01490	gene-LQ108_RS01490	TRANSCRIPT_gene-LQ108_RS01490	protein_coding	0	6	1	69	0	0	0	0	40	0	0	1	0	0	0	0	0	0	6	29
LQ108_RS01505	gene-LQ108_RS01505	TRANSCRIPT_gene-LQ108_RS01505	protein_coding	0	10	1	82	0	0	0	0	33	0	0	1	0	0	0	0	0	0	10	49
LQ108_RS01530	gene-LQ108_RS01530	TRANSCRIPT_gene-LQ108_RS01530	protein_coding	0	2	0	101	0	0	0	0	53	0	0	0	0	0	0	0	0	0	2	48
LQ108_RS01535	gene-LQ108_RS01535	TRANSCRIPT_gene-LQ108_RS01535	protein_coding	0	3	0	112	0	0	0	0	64	0	0	0	0	0	0	0	0	0	3	48
LQ108_RS01550	gene-LQ108_RS01550	TRANSCRIPT_gene-LQ108_RS01550	protein_coding	0	2	1	114	0	0	0	0	58	0	0	1	0	0	0	0	0	0	2	56
LQ108_RS01555	gene-LQ108_RS01555	TRANSCRIPT_gene-LQ108_RS01555	protein_coding	0	1	0	113	0	0	0	0	52	0	0	0	0	0	0	0	0	0	1	61
LQ108_RS01560	gene-LQ108_RS01560	TRANSCRIPT_gene-LQ108_RS01560	protein_coding	0	12	1	115	0	0	0	0	54	0	0	1	0	0	0	0	0	0	12	61
LQ108_RS01575	gene-LQ108_RS01575	TRANSCRIPT_gene-LQ108_RS01575	protein_coding	0	11	1	105	0	0	0	0	51	0	0	1	0	0	0	0	0	0	11	54
LQ108_RS01585	gene-LQ108_RS01585	TRANSCRIPT_gene-LQ108_RS01585	protein_coding	0	13	0	112	0	0	0	0	56	0	0	0	0	0	0	0	0	0	13	56
LQ108_RS01590	gene-LQ108_RS01590	TRANSCRIPT_gene-LQ108_RS01590	protein_coding	0	12	1	107	0	0	0	0	56	0	0	1	0	0	0	0	0	0	12	51
LQ108_RS01595	gene-LQ108_RS01595	TRANSCRIPT_gene-LQ108_RS01595	protein_coding	0	3	0	112	0	0	0	0	55	0	0	0	0	0	0	0	0	0	3	57
LQ108_RS01600	gene-LQ108_RS01600	TRANSCRIPT_gene-LQ108_RS01600	protein_coding	0	10	0	100	0	0	0	0	50	0	0	0	0	0	0	0	0	0	10	50
LQ108_RS01610	gene-LQ108_RS01610	TRANSCRIPT_gene-LQ108_RS01610	protein_coding	0	4	0	95	0	0	0	0	57	0	0	0	0	0	0	0	0	0	4	38
LQ108_RS01625	gene-LQ108_RS01625	TRANSCRIPT_gene-LQ108_RS01625	protein_coding	0	3	2	81	0	0	0	0	45	0	0	2	0	0	0	0	0	0	3	36
LQ108_RS01630	gene-LQ108_RS01630	TRANSCRIPT_gene-LQ108_RS01630	protein_coding	0	0	0	79	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	37
LQ108_RS01640	gene-LQ108_RS01640	TRANSCRIPT_gene-LQ108_RS01640	protein_coding	0	6	1	69	0	0	0	0	33	0	0	1	0	0	0	0	0	0	6	36
LQ108_RS01650	gene-LQ108_RS01650	TRANSCRIPT_gene-LQ108_RS01650	protein_coding	0	6	3	71	0	0	0	0	35	0	0	3	0	0	0	0	0	0	6	36
LQ108_RS01655	gene-LQ108_RS01655	TRANSCRIPT_gene-LQ108_RS01655	protein_coding	0	3	2	71	0	0	0	0	36	0	0	2	0	0	0	0	0	0	3	35
LQ108_RS01660	gene-LQ108_RS01660	TRANSCRIPT_gene-LQ108_RS01660	protein_coding	0	5	2	72	0	0	0	0	35	0	0	2	0	0	0	0	0	0	5	37
LQ108_RS01665	gene-LQ108_RS01665	TRANSCRIPT_gene-LQ108_RS01665	protein_coding	0	5	0	84	0	0	0	0	39	0	0	0	0	0	0	0	0	0	5	45
LQ108_RS01670	gene-LQ108_RS01670	TRANSCRIPT_gene-LQ108_RS01670	protein_coding	0	4	1	80	0	0	0	0	36	0	0	1	0	0	0	0	0	0	4	44
LQ108_RS01675	gene-LQ108_RS01675	TRANSCRIPT_gene-LQ108_RS01675	protein_coding	0	13	1	78	0	0	0	0	33	0	0	1	0	0	0	0	0	0	13	45
LQ108_RS01680	gene-LQ108_RS01680	TRANSCRIPT_gene-LQ108_RS01680	protein_coding	0	23	3	76	0	0	0	0	41	0	0	3	0	0	0	0	0	0	23	35
LQ108_RS01725	gene-LQ108_RS01725	TRANSCRIPT_gene-LQ108_RS01725	protein_coding	0	8	0	93	0	0	0	0	44	0	0	0	0	0	0	0	0	0	8	49
LQ108_RS01765	gene-LQ108_RS01765	TRANSCRIPT_gene-LQ108_RS01765	protein_coding	0	0	0	91	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	43
LQ108_RS01775	gene-LQ108_RS01775	TRANSCRIPT_gene-LQ108_RS01775	protein_coding	0	3	2	82	0	0	0	0	46	0	0	2	0	0	0	0	0	0	3	36
LQ108_RS01790	gene-LQ108_RS01790	TRANSCRIPT_gene-LQ108_RS01790	protein_coding	0	11	3	48	0	0	0	0	39	0	0	3	0	0	0	0	0	0	11	9
LQ108_RS01795	gene-LQ108_RS01795	rna-LQ108_RS01795	rRNA	0	0	0	54	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	47
LQ108_RS01800	gene-LQ108_RS01800	rna-LQ108_RS01800	protein_coding	0	0	0	39	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	32
LQ108_RS01805	gene-LQ108_RS01805	rna-LQ108_RS01805	rRNA	0	0	0	56	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	31
LQ108_RS01815	gene-LQ108_RS01815	rna-LQ108_RS01815	protein_coding	0	0	0	32	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	29
LQ108_RS01820	gene-LQ108_RS01820	TRANSCRIPT_gene-LQ108_RS01820	protein_coding	0	0	0	38	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	7
LQ108_RS01825	gene-LQ108_RS01825	TRANSCRIPT_gene-LQ108_RS01825	protein_coding	1	0	0	47	0	0	0	0	40	0	0	0	0	1	0	0	1	0	0	7
LQ108_RS01830	gene-LQ108_RS01830	TRANSCRIPT_gene-LQ108_RS01830	protein_coding	0	2	0	44	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	39
LQ108_RS01835	gene-LQ108_RS01835	TRANSCRIPT_gene-LQ108_RS01835	protein_coding	0	10	6	49	0	0	0	0	6	0	0	6	0	0	0	0	0	0	10	43
LQ108_RS01845	gene-LQ108_RS01845	TRANSCRIPT_gene-LQ108_RS01845	protein_coding	0	12	0	71	0	0	0	0	23	0	0	0	0	0	0	0	0	0	12	48
LQ108_RS01855	gene-LQ108_RS01855	TRANSCRIPT_gene-LQ108_RS01855	protein_coding	0	3	0	92	0	0	0	0	55	0	0	0	0	0	0	0	0	0	3	37
LQ108_RS01865	gene-LQ108_RS01865	TRANSCRIPT_gene-LQ108_RS01865	protein_coding	0	1	0	84	0	0	0	0	35	0	0	0	0	0	0	0	0	0	1	49
LQ108_RS01875	gene-LQ108_RS01875	TRANSCRIPT_gene-LQ108_RS01875	protein_coding	0	3	2	77	0	0	0	0	44	0	0	2	0	0	0	0	0	0	3	33
LQ108_RS01880	gene-LQ108_RS01880	TRANSCRIPT_gene-LQ108_RS01880	protein_coding	0	6	2	82	0	0	0	0	48	0	0	2	0	0	0	0	0	0	6	34
LQ108_RS01885	gene-LQ108_RS01885	TRANSCRIPT_gene-LQ108_RS01885	protein_coding	0	1	0	91	0	0	0	0	35	0	0	0	0	0	0	0	0	0	1	56
LQ108_RS01900	gene-LQ108_RS01900	TRANSCRIPT_gene-LQ108_RS01900	protein_coding	0	0	0	88	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	35
LQ108_RS01910	gene-LQ108_RS01910	TRANSCRIPT_gene-LQ108_RS01910	protein_coding	0	10	3	77	0	0	0	0	32	0	0	3	0	0	0	0	0	0	10	45
LQ108_RS01920	gene-LQ108_RS01920	TRANSCRIPT_gene-LQ108_RS01920	protein_coding	0	3	1	87	0	0	0	0	35	0	0	1	0	0	0	0	0	0	3	52
LQ108_RS01980	gene-LQ108_RS01980	rna-LQ108_RS01980	protein_coding	0	0	0	90	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	46
LQ108_RS01985	gene-LQ108_RS01985	rna-LQ108_RS01985	protein_coding	0	0	0	91	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	46
LQ108_RS01990	gene-LQ108_RS01990	rna-LQ108_RS01990	protein_coding	0	0	0	91	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	45
LQ108_RS02045	gene-LQ108_RS02045	TRANSCRIPT_gene-LQ108_RS02045	protein_coding	0	0	0	64	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	23
LQ108_RS02050	gene-LQ108_RS02050	TRANSCRIPT_gene-LQ108_RS02050	protein_coding	0	7	0	72	0	0	0	0	51	0	0	0	0	0	0	0	0	0	7	21
LQ108_RS02070	gene-LQ108_RS02070	TRANSCRIPT_gene-LQ108_RS02070	protein_coding	0	14	2	102	0	0	0	0	45	0	0	2	0	0	0	0	0	0	14	57
LQ108_RS02075	gene-LQ108_RS02075	TRANSCRIPT_gene-LQ108_RS02075	protein_coding	0	22	3	105	0	0	0	0	50	0	0	3	0	1	0	0	0	1	21	55
LQ108_RS02080	gene-LQ108_RS02080	TRANSCRIPT_gene-LQ108_RS02080	protein_coding	0	22	4	110	0	0	0	0	62	0	0	4	0	0	0	0	0	0	22	48
LQ108_RS02130	gene-LQ108_RS02130	TRANSCRIPT_gene-LQ108_RS02130	protein_coding	0	6	2	86	0	0	0	0	35	0	0	2	0	0	0	0	0	0	6	51
LQ108_RS02135	gene-LQ108_RS02135	TRANSCRIPT_gene-LQ108_RS02135	protein_coding	0	12	1	81	0	0	0	0	25	0	0	1	0	0	0	0	0	0	12	56
LQ108_RS02165	gene-LQ108_RS02165	TRANSCRIPT_gene-LQ108_RS02165	protein_coding	0	6	3	76	0	0	0	0	40	0	0	3	0	0	0	0	0	0	6	36
LQ108_RS02170	gene-LQ108_RS02170	TRANSCRIPT_gene-LQ108_RS02170	protein_coding	0	4	2	85	0	0	0	0	36	0	0	2	0	0	0	0	0	0	4	49
LQ108_RS02190	gene-LQ108_RS02190	TRANSCRIPT_gene-LQ108_RS02190	protein_coding	0	22	2	96	0	0	0	0	53	0	0	2	0	0	0	0	0	0	22	43
LQ108_RS02195	gene-LQ108_RS02195	TRANSCRIPT_gene-LQ108_RS02195	protein_coding	0	15	0	93	0	0	0	0	56	0	0	0	0	0	0	0	0	0	15	37
LQ108_RS02200	gene-LQ108_RS02200	TRANSCRIPT_gene-LQ108_RS02200	protein_coding	0	11	3	91	0	0	0	0	68	0	0	3	0	0	0	0	0	0	11	23
LQ108_RS02205	gene-LQ108_RS02205	TRANSCRIPT_gene-LQ108_RS02205	protein_coding	0	4	2	87	0	0	0	0	72	0	0	2	0	0	0	0	0	0	4	15
LQ108_RS02210	gene-LQ108_RS02210	TRANSCRIPT_gene-LQ108_RS02210	protein_coding	0	8	6	66	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8	66
LQ108_RS02215	gene-LQ108_RS02215	TRANSCRIPT_gene-LQ108_RS02215	protein_coding	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
LQ108_RS02220	gene-LQ108_RS02220	TRANSCRIPT_gene-LQ108_RS02220	protein_coding	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
LQ108_RS02225	gene-LQ108_RS02225	TRANSCRIPT_gene-LQ108_RS02225	protein_coding	0	0	0	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30
LQ108_RS02230	gene-LQ108_RS02230	TRANSCRIPT_gene-LQ108_RS02230	protein_coding	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02235	gene-LQ108_RS02235	TRANSCRIPT_gene-LQ108_RS02235	protein_coding	0	0	0	34	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02240	gene-LQ108_RS02240	TRANSCRIPT_gene-LQ108_RS02240	protein_coding	0	0	0	51	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02245	gene-LQ108_RS02245	TRANSCRIPT_gene-LQ108_RS02245	protein_coding	0	0	0	62	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02250	gene-LQ108_RS02250	TRANSCRIPT_gene-LQ108_RS02250	protein_coding	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
LQ108_RS02255	gene-LQ108_RS02255	TRANSCRIPT_gene-LQ108_RS02255	protein_coding	0	5	6	60	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	60
LQ108_RS02260	gene-LQ108_RS02260	TRANSCRIPT_gene-LQ108_RS02260	protein_coding	0	4	0	71	0	0	0	0	58	0	0	0	0	0	0	0	0	0	4	13
LQ108_RS02265	gene-LQ108_RS02265	TRANSCRIPT_gene-LQ108_RS02265	protein_coding	0	21	9	48	0	0	0	0	22	0	0	9	0	0	0	0	0	0	21	26
LQ108_RS02275	gene-LQ108_RS02275	TRANSCRIPT_gene-LQ108_RS02275	protein_coding	0	2	1	75	0	0	0	0	62	0	0	1	0	0	0	0	0	0	2	13
LQ108_RS02280	gene-LQ108_RS02280	TRANSCRIPT_gene-LQ108_RS02280	protein_coding	0	0	0	82	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	64
LQ108_RS02290	gene-LQ108_RS02290	TRANSCRIPT_gene-LQ108_RS02290	protein_coding	0	0	0	83	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	44
LQ108_RS02295	gene-LQ108_RS02295	TRANSCRIPT_gene-LQ108_RS02295	protein_coding	0	0	0	72	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	27
LQ108_RS02300	gene-LQ108_RS02300	TRANSCRIPT_gene-LQ108_RS02300	protein_coding	0	0	0	81	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	57
LQ108_RS02305	gene-LQ108_RS02305	TRANSCRIPT_gene-LQ108_RS02305	protein_coding	0	15	1	64	0	0	0	0	14	0	0	1	0	0	0	0	0	0	15	50
LQ108_RS02310	gene-LQ108_RS02310	TRANSCRIPT_gene-LQ108_RS02310	protein_coding	0	9	2	67	0	0	0	0	22	0	0	2	0	0	0	0	0	0	9	45
LQ108_RS02315	gene-LQ108_RS02315	TRANSCRIPT_gene-LQ108_RS02315	protein_coding	0	12	3	65	0	0	0	0	30	0	0	3	0	0	0	0	0	0	12	35
LQ108_RS02320	gene-LQ108_RS02320	TRANSCRIPT_gene-LQ108_RS02320	protein_coding	0	10	3	78	0	0	0	0	45	0	0	3	0	0	0	0	0	0	10	33
LQ108_RS02325	gene-LQ108_RS02325	TRANSCRIPT_gene-LQ108_RS02325	protein_coding	0	9	0	91	0	0	0	0	58	0	0	0	0	0	0	0	0	0	9	33
LQ108_RS02330	gene-LQ108_RS02330	TRANSCRIPT_gene-LQ108_RS02330	protein_coding	0	4	2	90	0	0	0	0	38	0	0	2	0	0	0	0	0	0	4	52
LQ108_RS02350	gene-LQ108_RS02350	TRANSCRIPT_gene-LQ108_RS02350	protein_coding	0	1	0	76	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1	42
LQ108_RS02380	gene-LQ108_RS02380	TRANSCRIPT_gene-LQ108_RS02380	protein_coding	0	14	1	76	0	0	0	0	42	0	0	1	0	0	0	0	0	0	14	34
LQ108_RS02385	gene-LQ108_RS02385	TRANSCRIPT_gene-LQ108_RS02385	protein_coding	0	2	1	73	0	0	0	0	34	0	0	1	0	0	0	0	0	0	2	39
LQ108_RS02415	gene-LQ108_RS02415	TRANSCRIPT_gene-LQ108_RS02415	protein_coding	0	1	0	84	0	0	0	0	40	0	0	0	0	0	0	0	0	0	1	44
LQ108_RS02420	gene-LQ108_RS02420	TRANSCRIPT_gene-LQ108_RS02420	protein_coding	0	1	0	83	0	0	0	0	46	0	0	0	0	0	0	0	0	0	1	37
LQ108_RS02425	gene-LQ108_RS02425	TRANSCRIPT_gene-LQ108_RS02425	protein_coding	0	1	0	86	0	0	0	0	48	0	0	0	0	0	0	0	0	0	1	38
LQ108_RS02430	gene-LQ108_RS02430	TRANSCRIPT_gene-LQ108_RS02430	protein_coding	0	0	0	91	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	38
LQ108_RS02435	gene-LQ108_RS02435	TRANSCRIPT_gene-LQ108_RS02435	protein_coding	0	5	0	89	0	0	0	0	56	0	0	0	0	0	0	0	0	0	5	33
LQ108_RS02440	gene-LQ108_RS02440	TRANSCRIPT_gene-LQ108_RS02440	protein_coding	0	6	0	87	0	0	0	0	57	0	0	0	0	0	0	0	0	0	6	30
LQ108_RS02445	gene-LQ108_RS02445	TRANSCRIPT_gene-LQ108_RS02445	protein_coding	0	9	1	92	0	0	0	0	58	0	0	1	0	0	0	0	0	0	9	34
LQ108_RS02450	gene-LQ108_RS02450	TRANSCRIPT_gene-LQ108_RS02450	protein_coding	0	18	2	73	0	0	0	0	45	0	0	2	0	0	0	0	0	0	18	28
LQ108_RS02460	gene-LQ108_RS02460	TRANSCRIPT_gene-LQ108_RS02460	protein_coding	0	10	2	98	0	0	0	0	50	0	0	2	0	0	0	0	0	0	10	48
LQ108_RS02465	gene-LQ108_RS02465	TRANSCRIPT_gene-LQ108_RS02465	protein_coding	0	15	4	103	0	0	0	0	48	0	0	4	0	0	0	0	0	0	15	55
LQ108_RS02470	gene-LQ108_RS02470	TRANSCRIPT_gene-LQ108_RS02470	protein_coding	0	0	0	104	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	54
LQ108_RS02475	gene-LQ108_RS02475	TRANSCRIPT_gene-LQ108_RS02475	protein_coding	0	0	0	100	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	48
LQ108_RS02510	gene-LQ108_RS02510	TRANSCRIPT_gene-LQ108_RS02510	protein_coding	0	14	10	94	0	0	0	0	53	0	0	10	0	0	0	0	0	0	14	41
LQ108_RS02535	gene-LQ108_RS02535	TRANSCRIPT_gene-LQ108_RS02535	protein_coding	0	0	0	113	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	63
LQ108_RS02540	gene-LQ108_RS02540	TRANSCRIPT_gene-LQ108_RS02540	protein_coding	0	4	0	114	0	0	0	0	51	0	0	0	0	0	0	0	0	0	4	63
LQ108_RS02545	gene-LQ108_RS02545	TRANSCRIPT_gene-LQ108_RS02545	protein_coding	0	12	4	119	0	0	0	0	51	0	0	4	0	0	0	0	0	0	12	68
LQ108_RS02555	gene-LQ108_RS02555	TRANSCRIPT_gene-LQ108_RS02555	protein_coding	0	12	0	121	0	0	0	0	50	0	0	0	0	0	0	0	0	0	12	71
LQ108_RS02565	gene-LQ108_RS02565	TRANSCRIPT_gene-LQ108_RS02565	protein_coding	0	4	2	145	0	0	0	0	80	0	0	2	0	0	0	0	0	0	4	65
LQ108_RS02580	gene-LQ108_RS02580	TRANSCRIPT_gene-LQ108_RS02580	protein_coding	0	18	2	163	0	0	0	0	92	0	0	2	0	0	0	0	0	0	18	71
LQ108_RS02585	gene-LQ108_RS02585	TRANSCRIPT_gene-LQ108_RS02585	protein_coding	0	36	8	145	0	0	0	0	67	0	0	8	0	0	0	0	0	0	36	78
LQ108_RS02615	gene-LQ108_RS02615	TRANSCRIPT_gene-LQ108_RS02615	protein_coding	0	15	3	94	0	0	0	0	2	0	0	3	0	1	0	0	0	1	14	92
LQ108_RS02620	gene-LQ108_RS02620	rna-LQ108_RS02620	protein_coding	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89
LQ108_RS02630	gene-LQ108_RS02630	TRANSCRIPT_gene-LQ108_RS02630	protein_coding	0	0	0	54	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02635	gene-LQ108_RS02635	TRANSCRIPT_gene-LQ108_RS02635	protein_coding	0	0	0	39	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02815	gene-LQ108_RS02815	TRANSCRIPT_gene-LQ108_RS02815	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02820	gene-LQ108_RS02820	TRANSCRIPT_gene-LQ108_RS02820	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
LQ108_RS02825	gene-LQ108_RS02825	TRANSCRIPT_gene-LQ108_RS02825	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
LQ108_RS02830	gene-LQ108_RS02830	TRANSCRIPT_gene-LQ108_RS02830	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02835	gene-LQ108_RS02835	TRANSCRIPT_gene-LQ108_RS02835	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02840	gene-LQ108_RS02840	TRANSCRIPT_gene-LQ108_RS02840	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02845	gene-LQ108_RS02845	TRANSCRIPT_gene-LQ108_RS02845	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02850	gene-LQ108_RS02850	TRANSCRIPT_gene-LQ108_RS02850	protein_coding	0	1	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1	0
LQ108_RS02855	gene-LQ108_RS02855	TRANSCRIPT_gene-LQ108_RS02855	protein_coding	0	6	2	17	0	0	0	0	16	0	0	2	0	0	0	0	0	0	6	1
LQ108_RS02860	gene-LQ108_RS02860	TRANSCRIPT_gene-LQ108_RS02860	protein_coding	0	15	1	9	0	0	0	0	9	0	0	1	0	0	0	0	0	0	15	0
LQ108_RS02865	gene-LQ108_RS02865	TRANSCRIPT_gene-LQ108_RS02865	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
LQ108_RS02870	gene-LQ108_RS02870	TRANSCRIPT_gene-LQ108_RS02870	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
LQ108_RS02880	gene-LQ108_RS02880	TRANSCRIPT_gene-LQ108_RS02880	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS02885	gene-LQ108_RS02885	TRANSCRIPT_gene-LQ108_RS02885	protein_coding	0	0	0	34	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	10
LQ108_RS02890	gene-LQ108_RS02890	TRANSCRIPT_gene-LQ108_RS02890	protein_coding	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
LQ108_RS02895	gene-LQ108_RS02895	TRANSCRIPT_gene-LQ108_RS02895	protein_coding	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
